8	50	5					
360	70			
1	-50	0	2	5	2		
2	-35	35	2	4	2		
3	0	50	2	5	2		
4	35	35	2	8	2		
5	50	0	2	6	2		
6	35	-35	2	10	2		
7	0	-50	2	4	2		
8	-35	0.35	2	8	2		
1	-41.235	-66.357	14	3	1 0 1 0 1	4	78
2	34.064	-59.357	16	16	1 0 1 0 1	8	102
3	20.917	-52.582	17	8	1 0 1 0 1	8	77
4	-38.538	-37.396	19	15	1 0 1 0 1	7	105
5	41.058	22.931	6	12	1 0 1 0 1	7	116
6	-54.034	-53.131	7	13	1 0 1 0 1	4	96
7	8.099	80.725	3	8	1 0 1 0 1	6	108
8	81.299	13.409	10	24	1 0 1 0 1	8	134
9	14.459	-2.972	4	14	1 0 1 0 1	2	124
10	-52.539	60.107	17	17	1 0 1 0 1	1	143
11	-57.202	-34.229	10	8	1 0 0 1 0	8	51
12	-65.552	-40.222	13	11	1 0 0 1 0	4	83
13	-19.751	-10.278	20	8	1 0 0 1 0	5	78
14	-26.965	-87.012	6	17	1 0 0 1 0	3	83
15	3.192	-88.654	18	19	1 0 0 1 0	6	104
16	34.521	32.837	3	13	1 0 0 1 0	4	99
17	80.035	5.273	10	2	1 0 0 1 0	6	57
18	-39.838	-67.731	4	8	1 0 0 1 0	5	65
19	14.6	11.365	15	21	1 0 0 1 0	5	72
20	-20.99	-80.511	4	13	1 0 0 1 0	4	84
21	48.242	47.284	6	17	0 1 0 0 1	3	97
22	59.338	-31.86	19	4	0 1 0 0 1	1	119
23	-13.995	-45.624	7	22	0 1 0 0 1	2	149
24	32.397	-32.532	20	24	0 1 0 0 1	3	72
25	2.826	50.824	12	11	0 1 0 0 1	8	65
26	-66.077	-34.686	8	6	0 1 0 0 1	5	124
27	-13.66	18.64	18	19	0 1 0 0 1	1	124
28	-59.344	12.769	1	11	0 1 0 0 1	6	58
29	-5.133	-18.463	25	23	0 1 0 0 1	2	124
30	-22.961	-21.729	16	4	0 1 0 0 1	6	112
31	58.13	46.606	5	5	1 0 0 0 0	4	113
32	-49.603	-76.624	7	16	0 1 0 0 0	7	92
33	-4.803	43.036	20	2	0 0 1 0 0	5	87
34	68.616	-19.623	3	13	0 0 0 1 0	3	146
35	37.915	63.599	11	11	0 0 0 0 1	1	149
36	1.251	-26.55	15	9	0 1 1 1 1	3	150
37	-37.952	1.685	15	18	0 1 1 1 1	6	77
38	-40.503	8.038	8	7	0 1 1 1 1	6	128
39	-8.392	-38.678	13	24	0 1 1 1 1	2	87
40	-36.725	25.494	16	5	0 1 1 1 1	4	75
41	-47.754	-50.073	4	2	0 1 1 1 0	6	71
42	22.595	-28.357	9	5	0 1 1 1 0	5	70
43	-36.365	-48.163	5	5	0 1 1 1 0	8	99
44	75.452	-13.422	20	3	0 1 1 1 0	6	125
45	-64.52	-13.232	10	13	0 1 1 1 0	8	71
46	1.257	29.156	9	2	0 1 1 1 0	1	74
47	-1.569	-35.974	18	10	0 1 1 1 0	8	142
48	46.747	6.696	13	12	0 1 1 1 0	4	57
49	82.08	27.057	17	24	0 1 1 1 0	7	120
50	74.695	19.366	22	21	0 1 1 1 0	6	127
497.203 390.292 409.324 528.664 377.959 758.743 302.589 573.559	
