8	50	5					
360	70	
1	-50	0	2	4	2		
2	-35	35	2	8	2		
3	0	50	2	10	2		
4	35	35	2	5	2		
5	50	0	2	6	2		
6	35	-35	2	10	2		
7	0	-50	2	2	2		
8	-35	0.35	2	5	2		
1	65.991	-49.829	20	10	1 0 1 0 1	4	135
2	-36.938	-36.743	20	25	1 0 1 0 1	1	51
3	-2.734	18.774	13	18	1 0 1 0 1	6	91
4	31.116	-35.907	13	16	1 0 1 0 1	3	103
5	2.789	8.008	17	14	1 0 1 0 1	4	125
6	31.152	43.665	24	7	1 0 1 0 1	8	138
7	-36.304	-21.307	15	9	1 0 1 0 1	6	64
8	52.814	35.046	12	16	1 0 1 0 1	8	97
9	11.267	20.66	20	24	1 0 1 0 1	2	88
10	-0.623	23.114	20	6	1 0 1 0 1	6	125
11	43.091	-12.36	3	22	1 0 0 1 0	2	114
12	6.854	19.073	8	11	1 0 0 1 0	3	116
13	-6.848	25.317	16	19	1 0 0 1 0	1	107
14	-27.93	-23.712	20	20	1 0 0 1 0	5	137
15	33.24	-30.487	21	20	1 0 0 1 0	6	105
16	63.885	-52.881	23	16	1 0 0 1 0	3	98
17	-13.672	-43.945	21	5	1 0 0 1 0	7	61
18	-0.647	-27.502	3	21	1 0 0 1 0	5	135
19	59.406	-49.261	19	19	1 0 0 1 0	6	96
20	27.167	-5.713	20	18	1 0 0 1 0	6	69
21	70.001	-20.844	7	22	0 1 0 0 1	2	150
22	35.327	-65.167	14	19	0 1 0 0 1	3	110
23	-14.386	-42.236	24	15	0 1 0 0 1	3	113
24	19.366	30.273	3	24	0 1 0 0 1	5	66
25	-39.789	10.101	13	20	0 1 0 0 1	6	124
26	-15.753	-40.204	1	17	0 1 0 0 1	5	102
27	-28.418	-40.503	5	20	0 1 0 0 1	4	54
28	27.081	9.735	2	12	0 1 0 0 1	2	136
29	22.205	-9.216	9	23	0 1 0 0 1	5	113
30	-0.83	-6.525	18	15	0 1 0 0 1	2	98
31	10.217	75.531	5	19	1 0 0 0 0	1	64
32	7.446	18.5	12	23	0 1 0 0 0	7	96
33	48.914	-20.294	11	9	0 0 1 0 0	2	103
34	-18.958	-29.675	17	21	0 0 0 1 0	4	70
35	16.815	-6.659	21	17	0 0 0 0 1	2	110
36	2.509	-30.42	5	6	0 1 1 1 1	6	60
37	15.424	4.913	5	10	0 1 1 1 1	3	132
38	60.315	89.801	7	9	0 1 1 1 1	8	127
39	40.405	-45.367	24	19	0 1 1 1 1	4	101
40	-26.837	-54.272	1	17	0 1 1 1 1	6	143
41	69.171	72.577	12	22	0 1 1 1 0	3	107
42	-22.815	46.173	6	8	0 1 1 1 0	2	78
43	-14.258	-30.249	5	25	0 1 1 1 0	5	121
44	76.05	12.073	19	13	0 1 1 1 0	1	112
45	63.043	60.022	23	1	0 1 1 1 0	8	63
46	-20.239	-81.97	8	15	0 1 1 1 0	8	114
47	-41.168	-42.023	1	16	0 1 1 1 0	6	72
48	79.199	-29.016	20	20	0 1 1 1 0	3	119
49	-20.728	-7.068	16	14	0 1 1 1 0	3	83
50	-4.163	-53.497	8	2	0 1 1 1 0	3	86
220.185 757.301 853.025 364.907 581.845 813.846 137.238 357.231	
