8	50	5					
360	70	
1	-50	0	2	5	2		
2	-35	35	2	5	2		
3	0	50	2	3	2		
4	35	35	2	6	2		
5	50	0	2	12	2		
6	35	-35	2	4	2		
7	0	-50	2	10	2		
8	-35	0.35	2	5	2		
1	-66.174	-37.811	13	19	1 0 1 0 1	1	110
2	2.673	-35.223	16	21	1 0 1 0 1	7	121
3	38.751	8.618	1	17	1 0 1 0 1	1	121
4	62.653	20.667	9	6	1 0 1 0 1	3	91
5	60.974	-6.11	20	6	1 0 1 0 1	4	132
6	-98.535	-39.532	2	19	1 0 1 0 1	7	126
7	8.411	-81.274	5	17	1 0 1 0 1	4	146
8	-14.569	26.056	10	19	1 0 1 0 1	3	62
9	-34.186	-76.697	10	2	1 0 1 0 1	5	87
10	55.145	-33.911	25	3	1 0 1 0 1	4	131
11	15.869	8.716	2	24	1 0 0 1 0	2	146
12	-63.416	-20.282	5	5	1 0 0 1 0	7	113
13	-9.357	-42.212	16	9	1 0 0 1 0	1	106
14	-53.619	3.729	24	20	1 0 0 1 0	6	131
15	53.491	-3.308	7	19	1 0 0 1 0	4	58
16	-22.614	-32.794	19	20	1 0 0 1 0	5	131
17	39.612	-1.55	15	4	1 0 0 1 0	6	54
18	16.705	-22.748	7	3	1 0 0 1 0	3	117
19	-51.245	-13.757	16	2	1 0 0 1 0	5	65
20	-29.907	14.38	20	23	1 0 0 1 0	2	86
21	-70.441	-27.911	21	6	0 1 0 0 1	7	64
22	-75.385	-30.811	7	17	0 1 0 0 1	5	100
23	10.59	-28.931	17	17	0 1 0 0 1	5	133
24	86.34	-45.935	11	3	0 1 0 0 1	5	64
25	3.864	34.583	6	16	0 1 0 0 1	8	85
26	-37.598	-42.114	4	15	0 1 0 0 1	2	105
27	69.44	1.379	16	23	0 1 0 0 1	5	56
28	-13.818	1.245	8	15	0 1 0 0 1	8	84
29	-27.124	-38.037	13	12	0 1 0 0 1	4	69
30	-69.348	-14.734	25	19	0 1 0 0 1	5	54
31	58.575	29.346	16	23	1 0 0 0 0	5	133
32	58.105	31.702	2	10	0 1 0 0 0	2	68
33	-62.25	-16.425	12	23	0 0 1 0 0	5	66
34	-66.382	13.586	12	22	0 0 0 1 0	8	68
35	68.03	-12.482	14	4	0 0 0 0 1	7	64
36	-30.701	-41.681	16	5	0 1 1 1 1	7	92
37	-55.389	-51.05	9	1	0 1 1 1 1	4	119
38	36.237	-2.655	16	11	0 1 1 1 1	6	90
39	-1.215	5.591	2	20	0 1 1 1 1	8	71
40	10.278	-23.95	21	25	0 1 1 1 1	1	99
41	-7.159	36.859	7	18	0 1 1 1 0	2	128
42	-90.204	61.169	3	4	0 1 1 1 0	1	65
43	46.368	65.082	5	10	0 1 1 1 0	5	55
44	13.348	31.372	12	17	0 1 1 1 0	8	66
45	-73.566	-28.839	9	7	0 1 1 1 0	5	75
46	-41.528	-37.097	11	4	0 1 1 1 0	6	63
47	-60.938	-27.246	17	3	0 1 1 1 0	7	91
48	38.312	54.376	10	12	0 1 1 1 0	7	50
49	26.306	11.975	5	13	0 1 1 1 0	7	149
50	10.297	-48.346	3	24	0 1 1 1 0	7	77
354.379 457.223 198.31 485.054 805.361 245.692 774.284 319.751	
