4	20	4					
360	70						
0	-15.067	-23.95	2	6	2		
1	38.791	22.443	2	2	2		
2	-41.833	-35.361	2	3	2		
3	-29.523	-4.843	2	9	2		
6	-41.235	-66.357	14	3	1 0 0 1	2	119
7	34.064	-59.357	16	16	1 0 0 1	1	128
8	20.917	-52.582	17	8	0 1 1 0	2	50
9	-38.538	-37.396	19	15	1 0 1 0	1	133
10	41.058	22.931	6	12	0 1 0 1	4	126
11	-54.034	-53.131	7	13	1 1 1 0	4	55
12	8.099	80.725	3	8	1 1 0 1	4	132
13	81.299	13.409	10	24	1 0 1 1	3	135
14	14.459	-2.972	4	14	1 0 0 1	4	88
15	-52.539	60.107	17	17	0 1 1 0	4	135
16	-57.202	-34.229	10	8	1 0 1 0	4	115
17	-65.552	-40.222	13	11	1 0 1 0	1	65
18	-19.751	-10.278	20	8	1 0 1 0	4	105
19	-26.965	-87.012	6	17	0 1 0 1	1	118
20	3.192	-88.654	18	19	0 1 0 1	1	68
21	34.521	32.837	3	13	0 1 0 1	3	139
22	80.035	5.273	10	2	1 0 0 0	4	117
23	-39.838	-67.731	4	8	0 1 0 0	4	133
24	14.6	11.365	15	21	0 0 1 0	1	124
25	-20.99	-80.511	4	13	0 0 0 1	3	145
558.904 90.3344 311.387 873.301 
