4	20	4					
360	70						
0	42.395	-8.344	2	8	2		
1	-42.175	-14.554	2	6	2		
2	16.034	40.726	2	3	2		
3	-14.639	29.633	2	3	2		
6	-92.7	-59.18	8	20	1 0 0 1	4	92
7	71.179	12.543	15	6	1 0 0 1	1	88
8	31.537	66.638	20	19	0 1 1 0	2	63
9	-4.694	25.537	7	10	1 0 1 0	1	77
10	-30.194	67.773	13	18	0 1 0 1	1	55
11	12.677	-57.471	6	1	1 1 1 0	1	54
12	-32.355	-20.966	5	15	1 1 0 1	2	131
13	19.91	48.975	1	23	1 0 1 1	1	69
14	13.202	-19.135	12	13	1 0 0 1	2	51
15	54.877	-41.168	18	12	0 1 1 0	1	50
16	15.063	-25.171	25	7	1 0 1 0	2	147
17	-50.598	-16.418	14	25	1 0 1 0	4	84
18	-29.73	17.078	18	5	1 0 1 0	2	132
19	17.542	1.575	13	1	0 1 0 1	3	141
20	11.127	77.216	6	25	0 1 0 1	3	103
21	33.752	71.259	14	10	0 1 0 1	1	110
22	-56.012	-10.394	10	2	1 0 0 0	1	82
23	57.874	-16.29	18	7	0 1 0 0	2	83
24	10.718	-18.787	8	11	0 0 1 0	4	150
25	53.088	-18.75	6	4	0 0 0 1	3	92
454.788 523.827 298.641 261.239 
