8	50	5					
360	70	
1	-50	0	2	8	2		
2	-35	35	2	6	2		
3	0	50	2	4	2		
4	35	35	2	8	2		
5	50	0	2	7	2		
6	35	-35	2	6	2		
7	0	-50	2	3	2		
8	-35	0.35	2	8	2		
1	33.588	30.75	12	4	1 0 1 0 1	4	132
2	48.828	65.314	1	12	1 0 1 0 1	6	137
3	86.176	59.344	1	3	1 0 1 0 1	4	77
4	39.27	-33.057	15	15	1 0 1 0 1	6	70
5	-23.37	86.853	10	13	1 0 1 0 1	5	79
6	48.132	95.593	12	20	1 0 1 0 1	7	60
7	-16.357	93.311	15	21	1 0 1 0 1	6	115
8	-57.703	-65.601	16	4	1 0 1 0 1	1	113
9	7.147	32.684	18	25	1 0 1 0 1	6	119
10	42.95	68.701	9	21	1 0 1 0 1	1	117
11	37.085	-2.112	5	7	1 0 0 1 0	3	107
12	77.759	55.817	19	3	1 0 0 1 0	5	76
13	-17.462	-56.567	11	9	1 0 0 1 0	3	102
14	58.575	59.888	12	5	1 0 0 1 0	8	108
15	57.776	15.344	13	20	1 0 0 1 0	3	111
16	-22.327	36.072	8	21	1 0 0 1 0	2	83
17	-7.08	30.493	14	19	1 0 0 1 0	2	118
18	55.658	60.425	9	2	1 0 0 1 0	1	125
19	-14.307	11.456	2	16	1 0 0 1 0	7	123
20	-29.724	24.268	25	18	1 0 0 1 0	1	150
21	43.219	0.739	6	24	0 1 0 0 1	5	109
22	45.184	35.474	16	24	0 1 0 0 1	1	93
23	64.484	2.24	18	8	0 1 0 0 1	2	129
24	55.078	72.241	4	16	0 1 0 0 1	2	70
25	16.925	15.741	17	19	0 1 0 0 1	2	112
26	45.038	-3.723	4	12	0 1 0 0 1	1	145
27	-76.782	5.939	22	9	0 1 0 0 1	5	66
28	36.169	0.256	12	3	0 1 0 0 1	4	64
29	29.218	8.936	13	15	0 1 0 0 1	6	74
30	65.057	5.225	5	4	0 1 0 0 1	3	66
31	42.175	-22.284	24	24	1 0 0 0 0	8	123
32	25.574	31.726	12	22	0 1 0 0 0	4	113
33	31.561	37.262	16	14	0 0 1 0 0	5	65
34	66.498	-54.169	8	11	0 0 0 1 0	8	53
35	46.576	-17.938	10	20	0 0 0 0 1	7	57
36	65.063	40.875	15	5	0 1 1 1 1	4	61
37	-2.716	24.768	21	11	0 1 1 1 1	6	56
38	-40.002	3.87	5	12	0 1 1 1 1	4	88
39	-73.505	57.043	9	7	0 1 1 1 1	8	65
40	81.146	-25.714	5	1	0 1 1 1 1	5	93
41	12.006	-7.965	9	23	0 1 1 1 0	8	106
42	42.761	38.092	20	13	0 1 1 1 0	1	63
43	3.857	-23.181	14	4	0 1 1 1 0	4	81
44	-7.367	24.39	24	23	0 1 1 1 0	1	69
45	35.944	-11.835	23	17	0 1 1 1 0	2	55
46	52.075	9.692	12	13	0 1 1 1 0	5	142
47	30.725	30.701	13	9	0 1 1 1 0	8	74
48	41.223	77.924	19	10	0 1 1 1 0	4	70
49	68.884	-40.546	21	22	0 1 1 1 0	8	102
50	76.312	86.67	5	21	0 1 1 1 0	8	102
698.215 470.67 298.508 546.004 474.365 435.555 132.247 569.086	
