8	50	5					
360	70			
1	-50	0	2	7	2		
2	-35	35	2	4	2		
3	0	50	2	3	2		
4	35	35	2	7	2		
5	50	0	2	7	2		
6	35	-35	2	10	2		
7	0	-50	2	3	2		
8	-35	0.35	2	9	2		
1	12.805	1.886	15	10	1 0 1 0 1	1	100
2	18.213	1.373	7	21	1 0 1 0 1	6	83
3	57.947	-48.779	10	8	1 0 1 0 1	1	109
4	-52.429	-84.088	20	23	1 0 1 0 1	5	113
5	60.797	-32.593	11	10	1 0 1 0 1	8	116
6	23.151	4.205	7	9	1 0 1 0 1	6	116
7	25.385	22.986	14	21	1 0 1 0 1	6	89
8	25.513	-52.985	15	16	1 0 1 0 1	2	143
9	-49.261	-41.718	8	21	1 0 1 0 1	8	82
10	-37.561	-41.73	5	3	1 0 1 0 1	7	109
11	-14.52	48.962	17	24	1 0 0 1 0	8	52
12	41.229	-24.5	1	2	1 0 0 1 0	8	135
13	-21.863	0.916	3	4	1 0 0 1 0	3	70
14	-48.181	-16.284	8	18	1 0 0 1 0	6	143
15	-7.776	44.348	14	5	1 0 0 1 0	5	57
16	20.801	10.76	3	13	1 0 0 1 0	5	96
17	-29.712	-46.326	6	13	1 0 0 1 0	5	77
18	-20.203	-59.564	23	14	1 0 0 1 0	1	97
19	-87.079	-52.899	14	10	1 0 0 1 0	1	67
20	3.046	-6.305	1	3	1 0 0 1 0	4	64
21	11.865	5.261	2	1	0 1 0 0 1	3	95
22	-24.072	-55.927	17	11	0 1 0 0 1	4	138
23	-22.803	5.658	15	16	0 1 0 0 1	6	101
24	-51.904	9.412	18	6	0 1 0 0 1	5	133
25	12.732	-40.967	15	18	0 1 0 0 1	6	133
26	-30.988	7.654	7	11	0 1 0 0 1	6	100
27	37.512	0.458	4	15	0 1 0 0 1	4	146
28	2.954	-8.563	24	17	0 1 0 0 1	6	74
29	0.549	3.644	18	17	0 1 0 0 1	8	73
30	-52.484	9.711	2	1	0 1 0 0 1	6	102
31	33.936	-48.718	4	1	1 0 0 0 0	8	78
32	-13.129	-53.601	11	18	0 1 0 0 0	5	86
33	-99.591	23.303	25	3	0 0 1 0 0	8	103
34	6.439	-3.516	15	21	0 0 0 1 0	4	69
35	-14.032	-19.818	18	22	0 0 0 0 1	4	105
36	-24.677	16.608	9	14	0 1 1 1 1	5	60
37	-10.26	-81.769	23	4	0 1 1 1 1	6	74
38	35.858	5.597	22	17	0 1 1 1 1	1	84
39	-11.603	42.908	9	16	0 1 1 1 1	4	87
40	-34.662	-15.466	20	8	0 1 1 1 1	2	68
41	66.852	1.135	13	14	0 1 1 1 0	2	71
42	6.866	-1.416	3	23	0 1 1 1 0	3	91
43	1.66	-2.234	6	1	0 1 1 1 0	4	68
44	37.561	11.45	18	21	0 1 1 1 0	1	61
45	51.672	-26.343	9	10	0 1 1 1 0	1	72
46	19.025	-10.889	24	19	0 1 1 1 0	7	115
47	-37.982	-6.36	19	6	0 1 1 1 0	2	55
48	-56.537	-42.334	11	4	0 1 1 1 0	8	55
49	1.099	-14.624	14	18	0 1 1 1 0	7	110
50	-56.238	-3.076	15	23	0 1 1 1 0	8	100
431.833 210.804 201.529 583.265 463.45 878.91 284.428 643.049	
