4	20	4					
360	70						
0	-0.14	7.266	2	5	2		
1	-23.138	48.45	2	4	2		
2	-26.102	16.809	2	4	2		
3	0.244	-35.892	2	7	2		
4	-44.629	-55.64	6	11	1 0 0 1	1	76
5	36.096	64.935	16	11	1 0 0 1	4	147
6	-25.47	44.58	7	23	0 1 1 0	4	141
7	-33.954	-73.059	20	16	1 0 1 0	2	145
8	45.654	35.73	7	16	0 1 0 1	3	117
9	14.954	-36.719	8	2	1 1 1 0	3	89
10	-1.477	47.205	4	1	1 1 0 1	3	143
11	2.155	-40.912	23	25	1 0 1 1	2	64
12	22.992	1.398	4	24	1 0 0 1	4	124
13	-28.857	5.957	5	14	0 1 1 0	3	75
14	-48.12	94.116	15	6	1 0 1 0	4	61
15	7.239	17.322	12	20	1 0 1 0	4	110
16	4.614	27.051	12	10	1 0 1 0	4	139
17	-13.971	28.198	18	11	0 1 0 1	2	83
18	12.946	-11.688	19	2	0 1 0 1	2	100
19	-36.67	23.102	17	22	0 1 0 1	1	115
20	-4.224	-49.31	2	2	1 0 0 0	1	109
21	1.093	-7.135	15	12	0 1 0 0	4	58
22	-56.958	27.905	10	9	0 0 1 0	1	76
23	-80.994	-77.686	3	21	0 0 0 1	1	105
416.531 305.873 350.758 666.179 
