4	20	4					
360	70						
0	2.277	7.84	2	9	2		
1	32.883	-1.779	2	2	2		
2	-49.554	-17.828	2	3	2		
3	3.69	-26.099	2	6	2		
4	-66.174	-37.811	13	19	1 0 0 1	3	111
5	2.673	-35.223	16	21	1 0 0 1	1	95
6	38.751	8.618	1	17	0 1 1 0	1	86
7	62.653	20.667	9	6	1 0 1 0	1	91
8	60.974	-6.11	20	6	0 1 0 1	1	148
9	-98.535	-39.532	2	19	1 1 1 0	2	137
10	8.411	-81.274	5	17	1 1 0 1	4	78
11	-14.569	26.056	10	19	1 0 1 1	2	92
12	-34.186	-76.697	10	2	1 0 0 1	1	77
13	55.145	-33.911	25	3	0 1 1 0	4	127
14	15.869	8.716	2	24	1 0 1 0	1	130
15	-63.416	-20.282	5	5	1 0 1 0	4	83
16	-9.357	-42.212	16	9	1 0 1 0	1	53
17	-53.619	3.729	24	20	0 1 0 1	3	146
18	53.491	-3.308	7	19	0 1 0 1	4	84
19	-22.614	-32.794	19	20	0 1 0 1	4	97
20	39.612	-1.55	15	4	1 0 0 0	1	136
21	16.705	-22.748	7	3	0 1 0 0	4	122
22	-51.245	-13.757	16	2	0 0 1 0	1	78
23	-29.907	14.38	20	23	0 0 0 1	3	73
798.409 130.992 307.103 498.783 
