4	20	4					
360	70						
0	4.163	13.559	2	4	2		
1	21.387	17.105	2	3	2		
2	-36.118	49.097	2	6	2		
3	-31.201	0.235	2	7	2		
4	-29.73	64.136	2	12	1 0 0 1	3	54
5	-30.664	5.463	7	8	1 0 0 1	4	130
6	51.642	5.469	21	16	0 1 1 0	4	85
7	-13.171	69.336	24	5	1 0 1 0	1	126
8	-67.413	68.323	1	12	0 1 0 1	3	92
9	48.907	6.274	17	5	1 1 1 0	2	95
10	5.243	22.26	6	13	1 1 0 1	3	92
11	-65.002	77.234	5	20	1 0 1 1	4	92
12	-4.175	-1.569	7	13	1 0 0 1	3	76
13	23.029	11.639	1	18	0 1 1 0	2	105
14	25.482	6.287	4	7	1 0 1 0	4	115
15	-42.615	-26.392	10	6	1 0 1 0	1	50
16	-76.672	99.341	2	9	1 0 1 0	1	113
17	-20.673	57.892	16	9	0 1 0 1	4	124
18	-52.039	6.567	23	4	0 1 0 1	3	98
19	-41.376	50.824	18	25	0 1 0 1	2	120
20	-91.943	27.588	3	5	1 0 0 0	1	72
21	-65.118	30.212	15	17	0 1 0 0	4	68
22	18.597	96.716	13	3	0 0 1 0	3	85
23	-40.942	83.209	10	16	0 0 0 1	4	109

295.294 273.401 421.807 619.908 
