4	20	4					
360	70						
0	34.43	-17.151	2	7	2		
1	0.269	-8.154	2	2	2		
2	3.14	13.297	2	6	2		
3	-3.113	-29.745	2	4	2		
4	65.991	-49.829	20	10	1 0 0 1	1	74
5	-36.938	-36.743	20	25	1 0 0 1	3	97
6	-2.734	18.774	13	18	0 1 1 0	4	133
7	31.116	-35.907	13	16	1 0 1 0	2	87
8	2.789	8.008	17	14	0 1 0 1	3	109
9	31.152	43.665	24	7	1 1 1 0	3	116
10	-36.304	-21.307	15	9	1 1 0 1	1	73
11	52.814	35.046	12	16	1 0 1 1	3	86
12	11.267	20.66	20	24	1 0 0 1	4	114
13	-0.623	23.114	20	6	0 1 1 0	2	116
14	43.091	-12.36	3	22	1 0 1 0	1	145
15	6.854	19.073	8	11	1 0 1 0	1	146
16	-6.848	25.317	16	19	1 0 1 0	4	79
17	-27.93	-23.712	20	20	0 1 0 1	3	131
18	33.24	-30.487	21	20	0 1 0 1	3	79
19	63.885	-52.881	23	16	0 1 0 1	1	57
20	-13.672	-43.945	21	5	1 0 0 0	1	95
21	-0.647	-27.502	3	21	0 1 0 0	1	137
22	59.406	-49.261	19	19	0 0 1 0	4	60
23	27.167	-5.713	20	18	0 0 0 1	2	89
644.854 258.064 528.683 331.126 
